comment_text,sentiment_category,date,source
ﺻﻮﺗﻚ ﺍﻧﺘﻲ ﺍﺣﻠﻰ ﻋﺎﻳﺸﺔ,1,date= 2017-12-22T19:12:51+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
rabih baroud taw en9olek fel baroud kifeche yeji,0,date= 2018-01-01T09:58:46+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Claudin Rose 😍😍,1,date= 2017-12-22T23:00:54+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Houssem Djo😘,1,date= 2017-12-22T18:36:36+0000,Page Facebook= sourceFblink : 426170127508333_896275800497761
Hhh leterma le kerech kel 7nach nesma3biha lin ritha mala 3keyet omala 9isas,0,date= 2017-12-22T14:54:53+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
aychouchti :* :* :*,1,date= 2017-12-21T18:40:52+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
AHLA TU ES BIEN,1,date= 2017-12-21T17:40:19+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
Ahla 😗😗😗,1,date= 2017-12-21T18:00:12+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
je t'aime aychouche,1,date= 2017-12-21T18:37:20+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
Vous êtes très charmante emnawra aychocha,1,date= 2017-12-21T18:25:41+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
ﻳﺎ ﻋﻴﺸﻮﺷﺔ ﻭﻧﻚ ﻭﻗﺖ ﺑﺮﺩ ﻛﻠﻨﻰ,1,date= 2017-12-21T19:24:08+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
ﻣﺤﻼﻙ ﻋﺎﺀﺷﺔ ﺍﻟﻐﺎﻟﻴﺔ,1,date= 2017-12-21T17:34:40+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
Sa7a li omek 3ichti fiha ken inti,1,date= 2017-12-21T19:11:00+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
win belasa hathi,1,date= 2017-12-21T18:46:44+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
ﺍﻧﺖ ﻓﻴﻦ,1,date= 2017-12-21T17:47:33+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
Oh..la la .....,1,date= 2017-12-21T21:24:01+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
Ithabel,1,date= 2017-12-21T21:26:54+0000,Page Facebook= sourceFblink : 426170127508333_895714483887226
hhhhh nty t9ol mes chéris w hwa y9ol men amis hhhhh chnya lhkya braby fasroilna,0,date= 2017-12-21T22:53:11+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
ﻣﻨﻮﺭﻳﻦ,1,date= 2017-12-21T13:13:38+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
ﻣﺸﺒﻪ ﻻﻛﺲ,0,date= 2017-12-21T09:03:09+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
🤔Chnowa Aicha  c est le grand amour là entre vous 2 .. ??,1,date= 2017-12-21T09:04:46+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Bonjour 3fois,1,date= 2017-12-21T08:59:42+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
ﺻﺒﺎﺡ ﺍﻟﺤﺐ ﻻﺣﻠﻰ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-21T14:40:34+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Mahlekom,1,date= 2017-12-21T13:26:39+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
sahe aichouche,1,date= 2017-12-21T14:27:43+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
ﻣﻨﻮﺭﻳﻦ ﻳﺎ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-21T19:33:03+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
B1 aychoucha,1,date= 2017-12-21T09:15:20+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
bonjour,1,date= 2017-12-21T08:59:50+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
🌹,1,date= 2017-12-21T08:58:25+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Mnwrien habybi ktier,1,date= 2017-12-21T10:13:31+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
taw enfahmek etsawer hedhouma eli kareztni bihom m3a l baroud hedha,0,date= 2018-01-01T10:00:12+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Bnj aicha,1,date= 2017-12-21T10:52:32+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Haya iltounis rani twa7achtk,1,date= 2017-12-21T10:53:20+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
ﻣﺤﻼﻙ,1,date= 2017-12-21T11:56:17+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Àmal Saidi,0,date= 2017-12-23T18:21:51+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Amna Sahli Ep Bahri,0,date= 2017-12-28T08:59:08+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
Fàtén Drìdí,0,date= 2017-12-21T18:14:54+0000,Page Facebook= sourceFblink : 426170127508333_895474417244566
"ﻻ ﺍﻧﺖ ﻧﺎﻗﺼﻚ ﺻﺤﻔﺔ ﺑﺮﻭﺩﻭ 🍲
ﻭﺗﺮﻛﺸﻲ ﻓﻲ ﺟﻴﻮﺑﺎﻩ 😂😂😂😂",0,date= 2017-12-19T23:05:38+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
Top top top,1,date= 2017-12-19T14:41:23+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
ﻳﻮﺍﺗﻴﻚ,1,date= 2017-12-19T15:17:23+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
Nice aycha ama khsara khirna mechi l 4irna 😂😂😂😂😂,0,date= 2017-12-19T16:14:10+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
Mala jaw 😊,1,date= 2017-12-19T14:38:53+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
ﻋﻜﻌﻚ ﻳﺎ ﻋﺎﻳﺸﺔ ﻫﻬﻬﻬﻬﻬﻬﻬﻪ,0,date= 2017-12-19T16:01:11+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
ﺻﺤﺔ ﺻﺤﺔ,1,date= 2017-12-19T17:25:30+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
Mahlekom,1,date= 2017-12-19T16:36:41+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
3aychoucha 😘😘😘😘,1,date= 2017-12-19T14:51:25+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
ﻋﺮﺱ ﺑﻴﻪ ﻭ ﺭﺗﺤﻨﺎ 😡😡😡😡,0,date= 2017-12-19T15:21:34+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
Top top top,1,date= 2017-12-19T18:57:11+0000,Page Facebook= sourceFblink : 426170127508333_894399470685394
we hedhi teswira ma7leha ken jit ana m3ak rahi jet khir khater ana en7bek we ki yebdwo zouz ye7bo b3adhehom we yetsawro m3a b3adhehom dji teswira behya we kolha 7ob,1,date= 2018-01-01T10:02:59+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
ﻧﺠﻤﻪ ﺑﺎﻟﻠﻴﻞ ﺣﺎﻟﻚ,1,date= 2017-12-21T17:09:11+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
hilwa,1,date= 2017-12-19T16:59:51+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
ﻭﻳﻦ ﻫﺮﺑﺘﻲ,1,date= 2017-12-18T21:01:26+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
Aychouche toujours belle je t'aime,1,date= 2017-12-18T21:14:40+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
Ahla bb 😘 😗 😗,1,date= 2017-12-18T22:27:09+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
ﻣﺎﺷﺎﺀ ﷲ ﻋﻠﻰ ﺑﻨﺘﻨﺎ ﺍﻟﻐﺎﻟﻴﺔ  ﻋﺴﻮﻟﺔ ﺭﺑﻲ ﻳﺒﻘﻲ ﻋﻠﻴﻚ ﺍﻟﺴﺘﺮ ﻧﺤﺒﻚ ﺑﺮﺷﺔ,1,date= 2017-12-18T20:59:48+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
To7fa 3aychoucha,1,date= 2017-12-18T21:11:14+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
Vous avez tous d une grande aicha,1,date= 2017-12-18T21:58:06+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
I like u,1,date= 2017-12-20T12:25:37+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
5arjti ki Batman ! Aaicha,0,date= 2017-12-18T21:22:28+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
mehla zink,1,date= 2017-12-19T19:03:10+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
ﻣﺴﺎﺀ ﺍﻟﻌﺴﻞ,1,date= 2017-12-18T21:25:24+0000,Page Facebook= sourceFblink : 426170127508333_893960527395955
Je.t'aime.Aicha,1,date= 2017-12-27T21:58:10+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Mahleeh w mabeen 3inyyh 3aychoucha 9olou 9atleek Inès Ken jit kbira raani 5tafteek 😂😍,1,date= 2017-12-17T14:37:09+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
ﻣﺤﻼﺍﺍﻛﻢ ﻳﺎ ﺍﺣﻠﻲ ﻋﻴﺸﻮﺷﻪ,1,date= 2017-12-17T14:33:12+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
N7ebek ya 3aycha barcha barcha na3mlou 9ahwa jom3a jaya mab3athna,1,date= 2017-12-17T14:31:24+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Salut aichoucha rodbelik 3l rouhik aziza,1,date= 2017-12-17T14:31:59+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Rabi maak aicha tu m erite tout le bonheur,1,date= 2017-12-17T14:31:29+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
"3aychocha ghaniha laghneya bsoutek,😘",1,date= 2017-12-17T14:31:49+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
ﷲ ﻣﻌﺎﻛﻢ ﻣﻨﻮﺭﻳﻦ,1,date= 2017-12-17T14:32:21+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Ma7lehaaa el vue,1,date= 2017-12-17T14:36:03+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Achocha 😘😘,1,date= 2017-12-17T14:33:29+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Ma7la zinek Aïchoucha,1,date= 2017-12-17T14:27:41+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Ma7laha bilasa aichoucha  amank 9oul rabi3 i5anili waja3 2alib <3,1,date= 2017-12-17T14:37:28+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
ﻣﺤﻼﻙ ﻳﺎ ﺭﺑﻴﻊ ﺗﻘﺘﻞ ﻭ ﺍﻧﺎ ﻧﻌﺸﻖ ﺍﻟﻠﺤﻴﺔ ﺧﺎﺻﺔ,1,date= 2017-12-17T14:31:32+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Ma7lkoum bou zinkoum 😍😍😘💖,1,date= 2017-12-17T14:33:30+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Bonjour aichoucha,1,date= 2017-12-17T14:26:03+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Aychoucha tire il foug,1,date= 2017-12-17T14:26:33+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
arwahi li algiri,1,date= 2017-12-17T14:27:24+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Slm cv b1,1,date= 2017-12-17T14:27:00+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Bowe zink,1,date= 2017-12-17T14:25:55+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
Chkoun eli m3ak,0,date= 2017-12-17T14:27:39+0000,Page Facebook= sourceFblink : 426170127508333_893105764148098
ﺍﻟﺼﺒﺎﺡ ﺍﻟﺬﻱ ﻻ ﻳﺒﺪﺃ ﺑﻀﺤﻜﺘﻚ  ﺻﺒﺎﺡ ﻣﺎﺯﺍﻝ ﻓﻲ ﺍﻟﻌﺘﻤﺔ ﺿﺮﻳﺮ ﺍﻟﻘﻬﻮﺓ  ﺍﻟﺘﻲ ﻻﺗﻼﻣﺲ ﺷﻔﺎﻫﻚ ﻗﻬﻮﺓ ﻣﺎ ﺯﺍﻟﺖ ﻓﻲ ﻃﻮﺭ ﺍﻟﺘﺤﻀﻴﺮ  ﺍﻟﻘﺼﻴﺪﺓ ﺍﻟﺘﻲ ﻻ ﺗﻌﺮﻑ ﻗﺎﻓﻴﺔ ﺇﺳﻤﻚ ﻗﺼﻴﺪﺓ  ﻣﻐﻀﻮﺏ ﻋﻠﻴﻬﺎ ﻓﻲ ﻛﺘﺐ ﺍﻟﺘﻔﺴﻴﺮ  ﻓﺼﺒﺎﺡ ﺍﻟﺤﺐ ﻋﻠﻲ ﺇﻣﺮﺃﺓ  ﺩﻭﺧﺖ ﺍﻟﻨﺎﺱ ﻭﺻﺎﺭ ﺍﻟﻴﻮﻡ  ﺣﺘﻲ ﻋﻠﻲ ﺻﻮﺗﻬﺎ ﺗﺴﻜﺮ ﺍﻟﻌﺼﺎﻓﻴﺮ . ﺃﺣﻠﻲ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-17T08:32:47+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
"3aychoucha
 💜💜💜😘",1,date= 2017-12-17T07:48:32+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
zook 😆😂,0,date= 2017-12-18T06:50:42+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
Riahi Ghofrane kima serwelek hhhhhh ili natha7kou 3lih hh😂😂😂,0,date= 2017-12-17T07:48:23+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
Zbr 💜,1,date= 2017-12-17T08:17:40+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺍﻟﺠﻤﺎﻝ ﻋﺎﺋﺸﺔ,1,date= 2017-12-17T15:17:46+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
Bnj cc 😍 😍 😘 😗 ❤,1,date= 2017-12-17T07:53:48+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺗﺴﻜﻦ ﻓﻲ ﺍﻟﻼﻙ ﻫﺎﻋﻴﺸﺔ,0,date= 2017-12-17T07:46:59+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﻫﻬﻬﻬﻊ ﻋﺠﺒﻨﻲ ﺍﻟﺨﻴﺔ ﺍﻟﻲ ﺭﺍﺑﺘﻞ ﺑﻪ ﺣﺰﺍﻧﻚ ﻫﻬﻌﻪ ﺭﻭﻋﺎ ﻫﻬﻬﻪ,1,date= 2017-12-17T18:39:32+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
Bonjour Aaicha très joli est bonne journée !,1,date= 2017-12-17T08:49:49+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
elwahra 3andha maliha buuuuuuu zinek,1,date= 2017-12-18T20:17:31+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺍﺣﻠﻰ ﻋﻴﺸﺔ,1,date= 2017-12-17T08:55:03+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺻﺒﺎﺡ ﺍﻟﻨﻮﺭ,1,date= 2017-12-17T10:01:55+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
😍Jawara ..,1,date= 2017-12-17T11:09:14+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺧﺎﻳﺒﺔ ﻫﻜﺎ,0,date= 2017-12-17T08:20:18+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
ﺍﺣﻠﻰ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-17T07:51:20+0000,Page Facebook= sourceFblink : 426170127508333_892913120834029
"ﻣﺮﺣﺒﺎ ﺑﺎﻟﻨﺎﺱ ﺍﻟﻜﻞ ﻓﻲ ﻗﺮﻭﺏ  

A7la Twensa Fel Ghorba 
   ﻟﻤﺖ ﺍﻟﺘﻮﺍﻧﺴﺔ ﻓﻲ ﺍﻟﻐﺮﺑﺔ ﻭﺍﻟﺪﺍﺧﻞ ﺍﻟﺪﻋﻮﻯ ﻣﻔﺘﻮﺣﺎ ﻟﻠﺠﻤﻴﻊ",1,date= 2017-12-15T10:59:08+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
houni tetmenyek 3la 9elbi nharetha khater ana en7bek we dima enkhamem fik,0,date= 2018-01-01T10:05:18+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Ya rouhy 👑💜💜,1,date= 2017-12-15T10:25:39+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Keyenou eni 😜😜,0,date= 2017-12-15T13:32:30+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Bonjouuur <3,1,date= 2017-12-15T10:24:28+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
3aichoucha la plus belle poupée,1,date= 2017-12-15T13:07:40+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
ﻧﺸﺪﻙ ﻧﻘﺮﻣﺸﻚ,1,date= 2017-12-15T10:26:45+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
TERISSSSS,,date= 2017-12-17T21:45:19+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Bou zinek asl,1,date= 2017-12-15T11:10:54+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Aicha Mérida bel photo,0,date= 2017-12-15T14:35:35+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Ahla.Aicha,1,date= 2017-12-15T10:25:43+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Ma belle ❤❤,1,date= 2017-12-16T18:05:29+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
je vous souhaite Bonne chance(kais),1,date= 2017-12-15T16:34:52+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
ﺣﻆ ﻣﻮﻓﻖ ﻳﺎ ﻋﺴﻞ,1,date= 2017-12-15T22:36:30+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Jtm holwa,1,date= 2017-12-16T04:38:28+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
Malek Echi genre hekka :/,0,date= 2017-12-15T11:15:11+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
💞,1,date= 2017-12-15T11:18:16+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
👌👌👌,0,date= 2017-12-15T15:57:10+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
ﺍﺣﻠﻰ ﻋﺎﻳﺸﺔ,1,date= 2017-12-15T12:01:50+0000,Page Facebook= sourceFblink : 426170127508333_891575400967801
ﺍﻟﺠﻤﺎﻝ ﻋﺎﺋﺸﺔ,1,date= 2017-12-13T15:28:04+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻳﻌﺘﻚ ﺩﻭﺩﺓ,1,date= 2017-12-13T15:46:15+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
❤️,1,date= 2017-12-13T19:52:51+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Daloulet touns aychoucha,1,date= 2017-12-13T15:25:16+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
toujours belle ma cherie,1,date= 2017-12-13T15:25:17+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Ma7lik 3aicha,1,date= 2017-12-13T15:48:18+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻋﻴﺸﻮﺷﺔ ﺩﻳﻢ ﻣﻨﻮﺭﺓ,1,date= 2017-12-13T15:35:54+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ahla aicha,1,date= 2017-12-13T19:32:53+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻣﻠﻲ ﻋﺬﺍﺏ,0,date= 2017-12-27T23:12:19+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻣﺴﺎﺀ ﺍﻟﻔﻞ,1,date= 2017-12-13T15:58:01+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Your photos are very beautiful,1,date= 2017-12-13T15:58:21+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻧﺎﺱ ﻟﻜﻞ ﻗﺎﻟﻮ ﻣﺎﺣﻠﻪ,1,date= 2017-12-13T16:18:55+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Toujours belle,1,date= 2017-12-13T17:40:58+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Beautiful 3aycha,1,date= 2017-12-13T18:38:53+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
A7la 3ichoucha mabelle pozision,1,date= 2017-12-13T15:36:37+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Ma7lek,1,date= 2017-12-13T19:03:39+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Ma7lek,1,date= 2017-12-13T15:57:00+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
Je t'adore aicha,1,date= 2017-12-13T17:13:32+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
ﻣﺎ ﺃﺣﻼﻙ ﻳﺎ ﻋﻴﺸﻮﺷﺔ,1,date= 2017-12-13T16:57:31+0000,Page Facebook= sourceFblink : 426170127508333_890379554420719
3àndek sel3à moucn nourmàl,1,date= 2017-12-08T19:23:05+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
3sall,1,date= 2017-12-08T20:14:37+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
3aichoucha😍😘,1,date= 2017-12-08T21:00:47+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
J'adore bb,1,date= 2017-12-08T19:55:33+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﻳﺎﻗﻄﻮﺳﺔ,1,date= 2017-12-08T19:53:58+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
Rak ble 9osa a7la barche,0,date= 2017-12-08T20:45:26+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﻣﺤﻼﻙ ﺍﺗﻬﺒﻞ ﻋﻴﺸﻮﺷﺔﺣﺒﻲ,1,date= 2017-12-08T19:20:38+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
Iloveyou,1,date= 2017-12-08T19:23:33+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﺍﻟﻠﻒ ﻣﺎﺷﺎﻟﻠﻪ ﻋﻠﻴﻜﻲ ﻣﻨﻮﺭﺓ...ﻋﻴﺸﻮﺷﺔ...,1,date= 2017-12-09T01:08:45+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
togtel,1,date= 2017-12-08T19:54:42+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﻣﺎﺷﺎﺀ ﷲ ﻋﺴﻞ ﻋﺴﻞ ﻋﺴﻞ ﻋﺴﻞ ﻋﺴﻞ,1,date= 2017-12-08T21:12:15+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﻧﺤﺒﻚ#aicha_attia,1,date= 2017-12-08T19:27:59+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
ﻣﺤﻼﻙ ﻋﻴﺸﻮﺷﺔ ﻛﻮﻟﻴﻚ ﻋﻠﻰ.ﺑﻌﻈﻴﻚ ﺣﻠﻮ,1,date= 2017-12-08T19:27:47+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
Vous restez toujours tres belle,1,date= 2017-12-09T22:37:58+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
Bella wblmkyaj bella,1,date= 2017-12-12T19:42:06+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
Rak 3ssal,1,date= 2017-12-08T20:42:15+0000,Page Facebook= sourceFblink : 426170127508333_887021761423165
"ﻟﻦ ﺗﻬﺰﻡ ﺍﻣﻪ ﻗﺎﺋﺪﻫﺎ ﻣﺤﻤﺪ 
ﻭﻟﻦ ﺗﻬﺪﻡ ﺍﺭﺽ ﺫﻛﺮﺕ ﻓﻲ ﺍﻟﻘﺮﺃﻥ 
ﻭﺑﺄﺫﻥ ﷲ ﺍﻟﻘﺪﺱ ﺱ ﺗﻀﻞ ﻟﻨﺎ",0,date= 2017-12-07T18:40:27+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
ﷲ ﺍﻛﺒﺮ,1,date= 2017-12-07T19:56:45+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
Wa nemaa bellah,1,date= 2017-12-07T18:21:47+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
ﺍﻧﺸﺎﻟﻠﻪ,1,date= 2017-12-07T17:31:40+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
ﺍﻧﺸﺎﻟﻠﻪ ﺍﻧﺸﺎﻟﻠﻪ,1,date= 2017-12-08T15:39:28+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
ﺍﻣﻴﻦ,1,date= 2017-12-07T16:15:48+0000,Page Facebook= sourceFblink : 426170127508333_886084801516861
"ﺍﻟﺪﻭﻟﺔ ﺍﻟﺘﻮﻧﺴﻴﺔ ﻻﻫﻴﺔ ﺗﺴﺮﻕ ﻭ ﺗﻨﻬﺐ ﻓﻲ ﺍﻟﺸﻌﺐ ، ﻟﻠﻤﺎﺕ ﺑﺎﺵ ﻳﺒﻘﻮﺍ ﺧﺎﻳﻔﻴﻦ ﻣﻦ ﺇﺳﺮﺍﺋﻴﻞ ﻣﺎﻋﻨﺪﻫﻢ ﺍﻟﺠﺮﺃﺓ ﺣﺘﻰ ﻹﺻﺪﺍﺭ ﺑﻴﺎﻥ ﻭ ﺍﻟﻨﻬﻀﺔ ﻻ ﺭﺍﻋﻴﺔ ﻟﻺﺳﻼﻡ ﻻ ﻭﺍﻟﻮ ﻛﻠﻮ ﻛﺬﺏ ﻭ ﻧﻔﺎﻕ ﺑﺎﺵ ﻳﺸﺪﻭ ﺍﻟﻜﺮﺳﻲ ﺑﺤﺬﺍ ﻟﻲ ﺍﻋﻈﻢ ﻣﻨﻬﻢ ﺍﻟﻨﺪﺍﺀ .. 
ﺃﻣﺮﻳﻜﺎ ﻭ ﺍﺳﺮﺍﺋﻴﻞ ﻳﻌﻠﻨﺎﻥ ﺍﻟﻘﺪﺱ ﻋﺎﺻﻤﺔ ﺇﺳﺮﺍﺋﻴﻞ ﻋﻠﻰ ﺃﺭﺽ ﺍﻟﻮﺍﻗﻊ
ﻭﺍﻟﻌﺮﺏ ﻭﺍﻟﻤﺴﻠﻤﻮﻥ ﻳﻌﻠﻨﻮﻧﻬﺎ ﻋﺎﺻﻤﺔ ﻓﻠﺴﻄﻴﻦ ﻋﻠﻰ ﺃﺭﺽ ﺍﻟﻔﺎﻳﺴﺒﻮﻙ",0,date= 2017-12-06T23:51:33+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
ﻭﺍﻟﺨﺰﻱ ﻭﺍﻟﻌﺎﺭ ﻋﻠﻲ ﺧﻨﺎﺯﻳﺮ ﺍﻟﺨﻠﻴﺞ ﺍﻟﻠﻲ ﺧﺪﺍ ﻣﻨﻬﻢ 400 ﻣﻠﻴﺎﺭ ﺩﻭﻻﺭ ﻓﻲ ﻟﻴﻠﻪ ﻭﺿﺤﺎﻫﺎ,0,date= 2017-12-06T23:39:58+0000,Page Facebook= sourceFblink : 426170127508333_885716588220349
