comment_text,sentiment_category,date,url
Ma5ieb wjhek 😂😂👎👎👎👎👎,negatif,2017-08-22T12:51:39+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Bon année ya nems ya 4ali❤❤❤❤❤,positif,2017-12-30T22:40:45+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Rak far5 fi rasik haka 😂😂,negatif,2017-07-12T09:25:18+0000,https://www.facebook.com/Youssef.Msakni.PageOfficielle/videos/1562226667161885/
very talented !!,positif,2014-08-16T15:13:28.000Z,https://www.youtube.com/watch?v=_Fq6zfhjE8g
M3lem mr6,positif,2017-01-19T20:51:32+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Mahlek youssef<3,positif,2017-02-21T20:14:53+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
sa7bi machallh 3lik Bravoooooo ma7lek,positif,2017-10-10T17:23:27+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Continue comme ça frère inchallah plus d'abonné est aussi stp tu peut faire les plus beau but de la can pour l'équipe tunisenne,positif,2017-08-04T10:01:32.000Z,https://www.youtube.com/watch?v=D7RVC1z-pFA
rabbi yehddik kifech t5alli martek telbess 3aryya,negatif,2017-07-05T11:28:07.000Z,https://www.youtube.com/watch?v=IL9n9bXFOxM
Sa7a sa7a sa7bi,positif,2017-09-16T12:59:40+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Bravoo youssef wallah fannen,positif,2017-10-07T21:12:25+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Bou zinek youssef😍😍,positif,2017-12-14T19:38:47+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
LEO <3 ²²²²²²²²²²²²²²²²²²²²²²²²²²,positif,2012-12-05T15:42:44.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
sayib rou7k 3ad,negatif,2017-03-01T09:04:56+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
<3 lem3aaaaaalem,positif,2013-04-06T22:00:38.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
Mala mrith,negatif,2017-07-17T11:33:22+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Khedma mezyenna frr wrakzelna 3la s8ar ta3 18_19 kima zemzmi w bilel mejri. .........,positif,2017-08-10T14:43:39.000Z,https://www.youtube.com/watch?v=D7RVC1z-pFA
Howe hor dima etnabro,positif,2017-07-31T18:21:22.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
M3alem,positif,2017-11-24T11:53:59+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Un grand but hier bravo,positif,2017-02-21T19:45:24+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
ya alm3allemmmmmm,positif,2017-04-12T16:37:18+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Tbrkllah alik nmess😘😋😝,positif,2017-12-22T02:28:21+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
mala youssef :),positif,2014-03-29T13:51:43.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
m3alllllllllllemmmmmmmmmmmmmm <3,positif,2012-12-05T14:14:32.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
Rabi izidou,positif,2017-11-15T09:56:00.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
akber bhim,negatif,2014-09-11T18:57:11+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/795557610495396/?type=3
hĥhhhhh ya youssif,positif,2017-04-16T16:00:52.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
M3lem,positif,2017-10-08T12:46:09+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Salam tu jou oumoi j'aimerai jouer un jour o qatar,positif,2013-05-11T13:30:21.000Z,https://www.youtube.com/watch?v=tIwH0pXsqEw
Yassir tfaded,negatif,2017-11-13T18:20:15+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Ma5yeb mantharhom  el mothi3at!!  youssef yam3alam,negatif,2012-07-16T12:54:54.000Z,https://www.youtube.com/watch?v=jhx-QnF_Hg
il sont trop beau Machaallah 😘 💕 💖 💞💟💜💗,positif,2017-07-05T22:02:56.000Z,https://www.youtube.com/watch?v=IL9n9bXFOxM
Ma7lekom 😘😘😍😍,positif,2017-11-20T11:10:46+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Nemess ya m3alem,positif,2017-11-23T17:39:18+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
brabi chkoun 9alilkom houwa mhabit wala hiya. .Ena manitsawarch netsawir ba3thitha hiya el 7ad mel les amis ou la famille whouwa habatha 😒😒,positif,2017-07-30T11:54:09.000Z,https://www.youtube.com/watch?v=YXGdt6ppv5c
its youseef,positif,2017-06-22T01:37:58.000Z,https://www.youtube.com/watch?v=i2WUo3tzM6Y
inchalh rabiii iyhanikom,positif,2017-07-05T18:36:11.000Z,https://www.youtube.com/watch?v=qbOTHIp8ggM
a7sen jouwer .choufou best of ta3 a7sen joueret fi lorope .hedha 5ir menhom b 1000 mara,positif,2016-06-05T17:35:45.000Z,https://www.youtube.com/watch?v=pDbcljdQzyY
nems sel bledi m3alem w 5ir men messi,positif,2017-02-23T20:01:01.000Z,https://www.youtube.com/watch?v=AbcBf38dalk
M3ALEM,positif,2017-01-31T16:49:51.000Z,https://www.youtube.com/watch?v=BXiqrh9At7M
Nemsssssss,positif,2017-12-21T13:38:20+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Youssef ya 4ali 💋💋💋💋💋,positif,2017-12-18T18:31:21+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
ma3adech femma rjej fi touniss !!,negatif,2017-07-05T08:57:56.000Z,https://www.youtube.com/watch?v=IL9n9bXFOxM
Ya nemess,positif,2017-01-20T14:56:16+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
s7a m3lem ama il black bars kbira barcha,positif,2017-06-26T16:24:15.000Z,https://www.youtube.com/watch?v=wZfg9AX6rdA
Ma7lekom,positif,2017-11-20T10:45:31+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Svp vien en Europe,positif,2017-11-16T20:14:13.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
M3alem yousef,positif,2017-02-01T09:10:44+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
sda9 chkoun samek nems,positif,2012-12-04T13:56:24.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
wlh m3allem ya nemess bravoo 💪👍  rabbi ye7mik w nchalla nchoufouk fi boutoula 9wiya fil europe,positif,2017-01-23T23:21:12+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
Ravi m3ak yam3lm bz,positif,2017-01-23T22:42:00+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
rabbi yhannik,positif,2017-07-12T22:21:25.000Z,https://www.youtube.com/watch?v=EL11IFyrreY
Nems,positif,2017-12-20T02:00:50.000Z,https://www.youtube.com/watch?v=4SiGzsh-IE8
"bech t5ali 3lina blasa kbira,rabi m3ak w ywaf9ék w tab9a dima fel 9alb ya m3além <3",positif,2012-12-04T14:29:31.000Z,https://www.youtube.com/watch?v=idYD3qRZWzE
goooood nems,positif,2016-04-08T21:24:10.000Z,https://www.youtube.com/watch?v=-7jDSOE4dOU
The one The best,positif,2017-11-03T20:15:39.000Z,https://www.youtube.com/watch?v=00dXjVXi4Uc
Rabi yahfthou,positif,2017-06-17T04:12:21.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
5sartek  :'(,negatif,2013-09-02T22:08:49+0000,https://www.facebook.com/Youssef.28.Msakni/photos/a.210433985674431.70140.201965813187915/602886879762471/?type=3
tu es le meilleur,positif,2017-07-05T02:21:09.000Z,https://www.youtube.com/watch?v=i2WUo3tzM6Y
mala youssef :),positif,2014-03-29T13:51:43.000Z,https://www.youtube.com/watch?v=xVYKGG0U1xo
Mnawer ya chi5,positif,2017-12-14T22:20:55+0000,https://www.facebook.com/Youssef.7.Msekni/photos/a.1914098345530246.1073741827.1914097858863628/1914098262196921/?type=3
Bravo nmsssss,positif,2017-10-10T19:18:55+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
aal 7it,negatif,2014-06-08T21:43:16+0000,https://www.facebook.com/Esperance.de.tunis.net/videos/719226821470124/
mella moustawa,negatif,2017-01-31T11:21:49+0000,https://www.facebook.com/YoussefMsekni.fans/photos/a.1775917462734519.1073741827.1775900379402894/1785069168486015/?type=3
